1422,667.7094013818981,455.2022504470726,0.0,0.0
1422,429.0,464.0,13.0,20.0
1422,530.0,351.0,5.0,19.0
1422,658.9348175680792,470.27265655318,0.0,0.0
1422,662.0,342.0,8.0,18.0
1422,737.0,428.0,7.0,19.0
1422,244.0,362.0,9.0,15.0
1422,610.0,487.0,13.0,18.0
1422,688.0,302.0,7.0,16.0
1422,723.0,357.0,6.0,17.0
1422,635.9808166412242,363.2378035557003,0.0,0.0
1422,594.0,430.0,9.0,17.0
1422,635.0,409.0,8.0,20.0
1422,494.0,444.0,10.0,20.0
1422,473.0,337.0,7.0,18.0
1422,536.5968682587636,357.2446107573743,6.7816827477483415,18.83800763263428
1422,513.0,302.0,8.0,19.0
1422,474.0,432.0,11.0,18.0
1422,578.0,482.0,10.0,21.0
1422,412.0,402.0,11.0,20.0
1422,663.0,389.0,9.0,20.0
1422,704.0,434.0,6.0,23.0
1422,910.0,364.0,7.0,19.0
1422,630.786906421935,425.06143823485775,10.549284274275198,20.345048243245024
1422,420.5547412417364,475.8078596062337,10.549284274275198,22.345048243245024
2117,741.0,316.0,6.0,13.0
2117,337.5399315243684,379.10050860825646,0.0,0.0
2117,549.0,346.0,6.0,17.0
2117,530.0,468.0,8.0,21.0
2117,652.0,304.0,3.0,15.0
2117,740.0,293.0,6.0,11.0
2117,865.0,411.0,6.0,18.0
2117,895.0,434.0,8.0,22.0
2117,712.0,396.0,8.0,19.0
2117,550.4094093144628,372.8211729802301,7.535202753631657,20.09387400968442
2117,871.0,390.0,7.0,19.0
2117,733.0,353.0,6.0,17.0
2117,551.0,380.0,6.0,19.0
2117,306.0,350.0,7.0,17.0
2117,625.1335032879766,433.730728572086,0.0,0.0
2117,923.0,360.0,10.0,17.0
2117,571.0,284.0,7.0,16.0
2117,710.5324678291354,406.7295853715725,9.419003442039571,20.09387400968442
2117,526.0,436.0,9.0,22.0
2117,708.0,353.0,12.0,18.0
2117,968.0,361.0,14.0,14.0
2117,794.0,327.0,7.0,17.0
2117,631.0,314.0,7.0,17.0
2117,552.0,300.0,7.0,18.0
2611,779.0,339.0,6.0,16.0
2611,706.0,401.0,7.0,19.0
2611,801.0,430.0,8.0,21.0
2611,926.0,383.0,6.0,21.0
2611,664.0,404.0,6.0,20.0
2611,761.0,386.0,7.0,18.0
2611,782.0,459.0,7.0,21.0
2611,799.0,395.0,7.0,21.0
2611,873.0,442.0,8.0,21.0
2611,326.0,358.0,7.0,17.0
2611,898.0,385.0,6.0,15.0
2611,993.0,414.0,6.0,16.0
2611,808.002024625766,357.64073542020714,0.0,0.0
2611,929.0,360.0,6.0,15.0
2611,699.0,295.0,6.0,16.0
2611,678.0,309.0,6.0,16.0
2611,809.5075949977238,356.8879502342283,0.0,0.0
2611,789.0,340.0,4.0,15.0
2611,959.0,435.0,9.0,21.0
2611,928.0,338.0,3.0,13.0
2611,620.0,368.0,6.0,18.0
2611,1016.0,371.0,9.0,18.0
2611,852.0,401.0,6.0,18.0
3020,767.0,332.0,6.0,13.0
3020,924.0,324.0,5.0,13.0
3020,1033.0,453.0,6.0,18.0
3020,975.0,344.0,6.0,15.0
3020,940.0,468.0,5.0,19.0
3020,896.0,376.0,5.0,13.0
3020,891.0,409.0,6.0,17.0
3020,986.0,426.0,7.0,19.0
3020,966.0,481.0,7.0,21.0
3020,874.0,435.0,5.0,20.0
3020,966.0,333.0,5.0,14.0
3020,847.0,427.0,6.0,17.0
3020,1017.0,456.0,8.0,19.0
3020,762.0,417.0,5.0,20.0
3020,836.0,326.0,5.0,9.0
3020,1023.0,340.0,8.0,13.0
3020,733.0,426.0,8.0,19.0
3020,331.0,362.0,6.0,15.0
3020,945.0,337.0,6.0,16.0
3020,940.0,404.0,7.0,17.0
3020,994.0,400.0,5.0,15.0
3020,683.0,380.0,6.0,18.0
