6095,552.859375,222.9375,5.765625,10.890625
6095,200.515625,254.96875,3.84375,9.609375
6095,181.9375,238.3125,16.015625,27.546875
6095,219.734375,206.28125,2.5625,10.25
6095,211.40625,234.46875,3.84375,11.53125
6095,347.859375,211.40625,1.28125,8.328125
6095,564.0,237.0,1.0,0.0
6095,551.0,222.0,9.0,14.0
6095,311.34375,183.21875,1.921875,8.96875
6095,308.140625,190.265625,2.5625,2.5625
6095,131.328125,217.171875,3.84375,7.6875
6095,302.375,184.5,1.921875,7.046875
6095,256.25,189.625,5.765625,12.8125
6095,209.203125,244.71875,3.96875,12.140625
6095,213.0,255.0,6.0,13.0
